case_name,case_type,repo_path,prepare_status,status,note,file_count,dependency_count,task_count,overall_avg_score,total_tokens_est,dashboard,technical_report,paper_draft,token_usage,evaluation_scores
stm32_rfid,unspecified,<STM32_REPO>,exists,ok,Repository path already exists.,16,86,6,78.76,41520,<PROJECT_ROOT>\outputs\mimo_codeharness_v02\final_stm32_v031_clean__stm32_rfid\dashboard.html,<PROJECT_ROOT>\outputs\mimo_codeharness_v02\final_stm32_v031_clean__stm32_rfid\TECHNICAL_REPORT.md,<PROJECT_ROOT>\outputs\mimo_codeharness_v02\final_stm32_v031_clean__stm32_rfid\PAPER_DRAFT.md,<PROJECT_ROOT>\outputs\mimo_codeharness_v02\final_stm32_v031_clean__stm32_rfid\token_usage.csv,<PROJECT_ROOT>\outputs\mimo_codeharness_v02\final_stm32_v031_clean__stm32_rfid\evaluation_scores.csv
